level,course_id,id,class,x_px,y_px,u16_3,settings,u16_5
course/A01_3.bin,A01_3,148,Object148,384,192,0,0,0
course/A01_3.bin,A01_3,148,Object148,432,176,0,0,0
course/A01_3.bin,A01_3,235,Object235,432,64,0,256,0
course/A02_1.bin,A02_1,148,Object148,752,448,0,0,0
course/A02_1.bin,A02_1,235,Object235,1088,320,0,0,0
course/A02_1.bin,A02_1,149,Object149,1280,464,0,0,0
course/A02_1.bin,A02_1,148,Object148,1136,464,0,0,0
course/A02_1.bin,A02_1,148,Object148,1120,464,0,0,0
course/A02_1.bin,A02_1,148,Object148,1408,464,0,0,0
course/A02_1.bin,A02_1,148,Object148,1392,464,0,0,0
course/A02_1.bin,A02_1,149,Object149,1648,464,0,0,0
course/A02_1.bin,A02_1,148,Object148,1792,384,0,0,0
course/A02_1.bin,A02_1,235,Object235,2032,432,0,256,0
course/A02_1.bin,A02_1,149,Object149,1984,464,0,0,0
course/A02_1.bin,A02_1,23,Object23,2672,448,0,0,0
course/A02_1.bin,A02_1,148,Object148,2864,464,0,0,0
course/A02_1.bin,A02_1,23,Object23,2880,416,0,0,0
course/A02_1.bin,A02_1,149,Object149,3088,368,0,0,0
course/A02_1.bin,A02_1,149,Object149,3456,448,0,0,0
course/A02_1.bin,A02_1,148,Object148,3568,464,0,0,0
course/A02_1.bin,A02_1,148,Object148,3584,464,0,0,0
course/A02_1.bin,A02_1,235,Object235,4624,432,0,529,0
course/A02_1.bin,A02_1,276,Object276,4240,480,0,160,0
course/A02_1.bin,A02_1,75,Object75,2144,432,0,0,0
course/A02_1.bin,A02_1,75,Object75,3664,432,0,0,0
course/A02_1.bin,A02_1,149,Object149,3936,368,0,0,0
course/A02_1.bin,A02_1,117,Object117,192,384,0,8192,0
course/A02_1.bin,A02_1,132,Object132,2576,384,0,0,0
course/A02_1.bin,A02_1,198,Object198,0,464,0,4108,0
course/A02_1.bin,A02_1,199,Object199,432,464,0,4108,0
course/A02_1.bin,A02_1,195,Object195,976,464,0,4108,0
course/A02_1.bin,A02_1,196,Object196,4672,464,0,4108,0
course/A02_1.bin,A02_1,199,Object199,960,304,0,260,4096
course/A02_1.bin,A02_1,33,,832,576,0,0,0
course/A02_1.bin,A02_1,198,Object198,480,464,0,4620,0
course/A02_1.bin,A02_1,199,Object199,800,464,0,4620,0
course/A02_1.bin,A02_1,198,Object198,864,464,0,4108,0
course/A02_1.bin,A02_1,199,Object199,960,464,0,4108,0
course/A02_1.bin,A02_1,198,Object198,496,480,0,4112,4096
course/A02_1.bin,A02_1,199,Object199,688,480,0,4112,4096
course/A02_1.bin,A02_1,198,Object198,0,304,0,260,4096
course/A02_1.bin,A02_1,148,Object148,2416,352,0,3,0
course/A02_1.bin,A02_1,117,Object117,2560,416,0,16,16
course/A02_2.bin,A02_2,32,,528,208,0,0,0
course/A02_2.bin,A02_2,32,,1344,208,0,0,4096
course/A02_2.bin,A02_2,45,Object45,304,176,0,4384,0
course/A02_2.bin,A02_2,45,Object45,320,160,0,4368,1
course/A02_2.bin,A02_2,45,Object45,336,144,0,320,0
course/A02_2.bin,A02_2,45,Object45,352,128,0,4384,1
course/A02_2.bin,A02_2,45,Object45,368,128,0,4384,0
course/A02_3.bin,A02_3,149,Object149,80,416,0,1,0
course/A02_3.bin,A02_3,276,Object276,240,464,0,512,0
course/A02_3.bin,A02_3,148,Object148,464,352,0,0,0
course/A02_3.bin,A02_3,148,Object148,496,352,0,0,0
course/A02_3.bin,A02_3,148,Object148,528,352,0,0,0
course/A02_3.bin,A02_3,148,Object148,560,352,0,0,0
course/A02_3.bin,A02_3,148,Object148,592,352,0,0,0
course/A02_3.bin,A02_3,148,Object148,432,416,0,0,0
course/A02_3.bin,A02_3,148,Object148,464,416,0,0,0
course/A02_3.bin,A02_3,148,Object148,496,416,0,0,0
course/A02_3.bin,A02_3,148,Object148,528,416,0,0,0
course/A02_3.bin,A02_3,148,Object148,560,416,0,0,0
course/A02_3.bin,A02_3,148,Object148,592,416,0,0,0
course/A02_3.bin,A02_3,148,Object148,624,416,0,0,0
course/A02_3.bin,A02_3,148,Object148,608,352,0,0,0
course/A02_3.bin,A02_3,148,Object148,640,416,0,0,0
course/A02_3.bin,A02_3,198,Object198,0,320,0,8,4096
course/A02_3.bin,A02_3,199,Object199,224,320,0,8,4096
course/A02_3.bin,A02_3,198,Object198,272,320,0,8,4096
course/A02_3.bin,A02_3,199,Object199,752,320,0,8,4096
course/A02_3.bin,A02_3,276,Object276,256,496,0,513,0
course/A03_1.bin,A03_1,162,Object162,3792,896,0,13059,2
course/A03_1.bin,A03_1,198,Object198,0,816,0,0,4096
course/A03_1.bin,A03_1,235,Object235,1056,288,0,16,0
course/A03_1.bin,A03_1,162,Object162,1008,944,0,12547,7
course/A03_1.bin,A03_1,162,Object162,1632,928,0,4355,39
course/A03_1.bin,A03_1,162,Object162,1488,880,0,12547,39
course/A03_1.bin,A03_1,162,Object162,2208,880,0,8451,39
course/A03_1.bin,A03_1,162,Object162,2352,944,0,4101,39
course/A03_1.bin,A03_1,162,Object162,2464,912,0,4355,39
course/A03_1.bin,A03_1,235,Object235,1760,816,0,272,0
course/A03_1.bin,A03_1,162,Object162,2976,944,0,3,39
course/A03_1.bin,A03_1,162,Object162,3056,928,0,3,39
course/A03_1.bin,A03_1,162,Object162,3152,896,0,3,39
course/A03_1.bin,A03_1,162,Object162,3264,944,0,3,39
course/A03_1.bin,A03_1,162,Object162,3392,944,0,8195,39
course/A03_1.bin,A03_1,162,Object162,3616,880,0,515,1
course/A03_1.bin,A03_1,162,Object162,240,896,0,4611,0
course/A03_1.bin,A03_1,162,Object162,1360,928,0,515,0
course/A03_1.bin,A03_1,32,,3984,960,0,0,0
course/A03_1.bin,A03_1,235,Object235,2528,816,0,512,0
course/A03_1.bin,A03_1,149,Object149,2880,912,0,0,0
course/A03_1.bin,A03_1,149,Object149,3584,944,0,1,0
course/A03_1.bin,A03_1,106,FireSnake,3392,864,23,0,0
course/A03_1.bin,A03_1,106,FireSnake,3024,880,23,0,0
course/A03_1.bin,A03_1,106,FireSnake,3088,848,23,0,0
course/A03_1.bin,A03_1,106,FireSnake,3104,848,23,0,0
course/A03_1.bin,A03_1,106,FireSnake,3200,864,23,0,0
course/A03_1.bin,A03_1,106,FireSnake,3216,864,23,0,0
course/A03_1.bin,A03_1,106,FireSnake,3248,960,23,0,0
course/A03_1.bin,A03_1,106,FireSnake,3296,960,23,0,0
course/A03_1.bin,A03_1,34,,2944,880,23,0,0
course/A03_1.bin,A03_1,95,Object95,704,928,0,0,0
course/A03_1.bin,A03_1,162,Object162,384,912,0,4611,0
course/A03_1.bin,A03_1,149,Object149,1936,864,0,0,0
course/A03_1.bin,A03_1,162,Object162,2592,912,0,4355,39
course/A03_1.bin,A03_1,132,Object132,1872,640,0,0,0
course/A03_1.bin,A03_1,149,Object149,2112,928,0,1,0
course/A03_1.bin,A03_1,117,Object117,208,848,0,1,0
course/A03_1.bin,A03_1,244,Object244,1072,512,0,0,0
course/A03_1.bin,A03_1,57,Object57,704,704,0,0,0
course/A03_1.bin,A03_1,57,Object57,704,736,0,0,0
course/A03_1.bin,A03_1,57,Object57,704,768,0,0,0
course/A03_1.bin,A03_1,57,Object57,704,800,0,0,0
course/A03_1.bin,A03_1,57,Object57,704,832,0,0,0
course/A03_1.bin,A03_1,57,Object57,704,864,0,0,0
course/A03_1.bin,A03_1,149,Object149,496,960,0,1,0
course/A03_1.bin,A03_1,95,Object95,976,736,0,0,0
course/A03_1.bin,A03_1,117,Object117,1872,912,0,17,0
course/A03_1.bin,A03_1,148,Object148,816,960,0,0,0
course/A03_1.bin,A03_1,148,Object148,832,960,0,0,0
course/A03_1.bin,A03_1,148,Object148,896,960,0,0,0
course/A03_1.bin,A03_1,148,Object148,912,960,0,0,0
course/A04_1.bin,A04_1,148,Object148,880,416,0,0,0
course/A04_1.bin,A04_1,148,Object148,912,416,0,0,0
course/A04_1.bin,A04_1,149,Object149,688,384,0,0,0
course/A04_1.bin,A04_1,150,Object150,1360,384,0,0,0
course/A04_1.bin,A04_1,287,,1536,352,0,3,0
course/A04_1.bin,A04_1,149,Object149,2000,368,0,1,0
course/A04_1.bin,A04_1,149,Object149,496,368,0,0,0
course/A04_1.bin,A04_1,148,Object148,224,432,0,0,0
course/A04_1.bin,A04_1,148,Object148,256,448,0,0,0
course/A04_1.bin,A04_1,148,Object148,304,448,0,0,0
course/A04_1.bin,A04_1,287,,2288,336,0,1,0
course/A04_1.bin,A04_1,287,,3376,352,0,2,0
course/A04_1.bin,A04_1,148,Object148,3296,416,0,0,0
course/A04_1.bin,A04_1,148,Object148,3200,432,0,0,0
course/A04_1.bin,A04_1,32,,3600,448,0,0,0
course/A04_1.bin,A04_1,235,Object235,2864,400,0,512,0
course/A04_1.bin,A04_1,148,Object148,2832,336,0,0,0
course/A04_1.bin,A04_1,148,Object148,2864,336,0,0,0
course/A04_1.bin,A04_1,117,Object117,416,384,0,1,0
course/A04_1.bin,A04_1,132,Object132,2336,400,0,0,0
course/A04_1.bin,A04_1,117,Object117,2704,336,0,17,0
course/A04_1.bin,A04_1,280,Object280,3056,304,0,49176,255
course/A04_1.bin,A04_1,45,Object45,2192,400,0,288,0
course/A04_1.bin,A04_1,45,Object45,2176,416,0,304,0
course/A04_1.bin,A04_1,45,Object45,2000,384,0,0,0
course/A04_1.bin,A04_1,280,Object280,3056,112,0,49176,255
course/A04_1.bin,A04_1,45,Object45,2080,352,0,0,0
course/A04_1.bin,A04_1,45,Object45,2064,352,0,0,0
course/A04_2.bin,A04_2,235,Object235,32,320,0,272,0
course/A04_2.bin,A04_2,88,Object88,448,416,0,0,0
course/A04_3.bin,A04_3,231,Object231,0,224,0,0,20
course/A04_3.bin,A04_3,235,Object235,272,80,0,0,0
course/A04_3.bin,A04_3,276,Object276,240,160,0,256,0
course/A04_3.bin,A04_3,276,Object276,256,160,0,257,0
course/A05_1.bin,A05_1,244,Object244,240,736,0,288,0
course/A05_1.bin,A05_1,244,Object244,336,736,0,4128,0
course/A05_1.bin,A05_1,244,Object244,1056,736,0,288,0
course/A05_1.bin,A05_1,244,Object244,1152,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,1248,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,1344,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,1440,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,1536,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,1632,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,5136,672,0,32,0
course/A05_1.bin,A05_1,244,Object244,5216,736,0,32,0
course/A05_1.bin,A05_1,244,Object244,5952,640,0,32,0
course/A05_1.bin,A05_1,244,Object244,1168,672,0,0,0
course/A05_1.bin,A05_1,244,Object244,1360,672,0,0,0
course/A05_1.bin,A05_1,244,Object244,1472,640,0,0,0
course/A05_1.bin,A05_1,244,Object244,1584,672,0,0,0
course/A05_1.bin,A05_1,235,Object235,624,576,0,1,0
course/A05_1.bin,A05_1,149,Object149,1312,720,0,0,0
course/A05_1.bin,A05_1,244,Object244,1728,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,1824,736,0,4128,0
course/A05_1.bin,A05_1,244,Object244,1936,736,0,32,0
course/A05_1.bin,A05_1,244,Object244,2064,736,0,288,0
course/A05_1.bin,A05_1,32,,6160,720,0,0,0
course/A05_1.bin,A05_1,149,Object149,1600,720,0,0,0
course/A05_1.bin,A05_1,149,Object149,1392,720,0,0,0
course/A05_1.bin,A05_1,244,Object244,2160,736,0,4128,0
course/A05_1.bin,A05_1,149,Object149,1760,720,0,0,0
course/A05_1.bin,A05_1,149,Object149,1248,720,0,0,0
course/A05_1.bin,A05_1,149,Object149,1120,720,0,1,0
course/A05_1.bin,A05_1,149,Object149,2080,720,0,1,0
course/A05_1.bin,A05_1,76,Object76,2544,608,0,870,0
course/A05_1.bin,A05_1,76,Object76,2960,592,0,1126,0
course/A05_1.bin,A05_1,76,Object76,3136,656,0,582,0
course/A05_1.bin,A05_1,244,Object244,3664,736,0,288,0
course/A05_1.bin,A05_1,244,Object244,3760,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,3856,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4208,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4304,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4400,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4256,640,0,256,0
course/A05_1.bin,A05_1,244,Object244,4384,656,0,4096,0
course/A05_1.bin,A05_1,244,Object244,4496,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4624,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4864,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4752,656,0,32,0
course/A05_1.bin,A05_1,149,Object149,1584,720,0,0,0
course/A05_1.bin,A05_1,149,Object149,1408,720,0,0,0
course/A05_1.bin,A05_1,149,Object149,4544,720,0,0,0
course/A05_1.bin,A05_1,244,Object244,4976,736,0,4128,0
course/A05_1.bin,A05_1,150,Object150,3504,672,0,32,0
course/A05_1.bin,A05_1,150,Object150,3600,688,0,32,0
course/A05_1.bin,A05_1,57,Object57,2528,656,0,0,0
course/A05_1.bin,A05_1,57,Object57,2544,656,0,0,0
course/A05_1.bin,A05_1,57,Object57,2944,672,0,0,0
course/A05_1.bin,A05_1,57,Object57,2960,672,0,0,0
course/A05_1.bin,A05_1,235,Object235,2672,592,0,272,0
course/A05_1.bin,A05_1,34,,4160,672,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4240,592,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4272,576,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4368,576,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4400,592,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4224,688,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4352,704,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4320,640,23,0,0
course/A05_1.bin,A05_1,106,FireSnake,4288,704,23,0,0
course/A05_1.bin,A05_1,244,Object244,4112,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,3984,704,0,4384,0
course/A05_1.bin,A05_1,244,Object244,4720,736,0,4384,0
course/A05_1.bin,A05_1,244,Object244,5056,640,0,32,0
course/A05_1.bin,A05_1,244,Object244,5312,672,0,32,0
course/A05_1.bin,A05_1,244,Object244,5456,656,0,32,0
course/A05_1.bin,A05_1,244,Object244,5824,608,0,32,0
course/A05_1.bin,A05_1,244,Object244,5648,704,0,4384,0
course/A05_1.bin,A05_1,244,Object244,5776,672,0,32,0
course/A05_1.bin,A05_1,244,Object244,4928,672,0,4096,0
course/A05_1.bin,A05_1,244,Object244,5408,720,0,4128,0
course/A05_1.bin,A05_1,244,Object244,5520,720,0,4128,0
course/A05_1.bin,A05_1,150,Object150,4816,672,0,32,0
course/A05_1.bin,A05_1,244,Object244,432,736,0,4128,0
course/A05_1.bin,A05_1,148,Object148,5824,592,0,0,0
course/A05_1.bin,A05_1,148,Object148,4400,640,0,0,0
course/A05_1.bin,A05_1,132,Object132,3456,672,0,0,0
course/A05_1.bin,A05_1,117,Object117,240,656,0,1,0
course/A05_1.bin,A05_1,244,Object244,528,736,0,4128,0
course/A05_1.bin,A05_1,244,Object244,624,736,0,4128,0
course/A05_1.bin,A05_1,149,Object149,992,688,0,1,0
course/A05_1.bin,A05_1,244,Object244,720,736,0,4128,0
course/A05_1.bin,A05_1,117,Object117,3568,608,0,17,0
course/A05_1.bin,A05_1,244,Object244,816,736,0,4128,0
course/A05_2.bin,A05_2,244,Object244,320,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,416,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,512,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,608,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,704,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,832,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,928,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,1024,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,1120,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,1248,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,1344,448,0,32,0
course/A05_2.bin,A05_2,244,Object244,1440,448,0,32,0
course/A05_2.bin,A05_2,174,Object174,400,384,0,263,1060
course/A05_2.bin,A05_2,57,Object57,1344,288,0,0,0
course/A05_2.bin,A05_2,57,Object57,1440,288,0,0,0
course/A05_2.bin,A05_2,57,Object57,1360,272,0,0,0
course/A05_2.bin,A05_2,57,Object57,1376,272,0,0,0
course/A05_2.bin,A05_2,57,Object57,1392,272,0,0,0
course/A05_2.bin,A05_2,57,Object57,1408,272,0,0,0
course/A05_2.bin,A05_2,57,Object57,1424,272,0,0,0
course/A05_2.bin,A05_2,57,Object57,1328,304,0,0,0
course/A05_2.bin,A05_2,57,Object57,1328,320,0,0,0
course/A05_2.bin,A05_2,57,Object57,1344,320,0,0,0
course/A05_2.bin,A05_2,57,Object57,1456,304,0,0,0
course/A05_2.bin,A05_2,57,Object57,1456,320,0,0,0
course/A05_2.bin,A05_2,57,Object57,1440,320,0,0,0
course/A05_2.bin,A05_2,57,Object57,1360,336,0,0,0
course/A05_2.bin,A05_2,57,Object57,1376,336,0,0,0
course/A05_2.bin,A05_2,57,Object57,1392,336,0,0,0
course/A05_2.bin,A05_2,57,Object57,1408,336,0,0,0
course/A05_2.bin,A05_2,57,Object57,1424,336,0,0,0
course/A05_2.bin,A05_2,57,Object57,1360,352,0,0,0
course/A05_2.bin,A05_2,57,Object57,1424,352,0,0,0
course/A05_2.bin,A05_2,57,Object57,1376,368,0,0,0
course/A05_2.bin,A05_2,57,Object57,1392,368,0,0,0
course/A05_2.bin,A05_2,57,Object57,1408,368,0,0,0
course/A05_2.bin,A05_2,235,Object235,1376,288,0,529,0
course/A05_2.bin,A05_2,155,Object155,1280,496,0,3860,4112
course/A05_2.bin,A05_2,155,Object155,1024,496,0,3860,4112
course/A05_2.bin,A05_2,155,Object155,512,496,0,3860,4112
course/A05_2.bin,A05_2,155,Object155,1536,496,0,3860,4112
course/A05_2.bin,A05_2,155,Object155,256,496,0,3860,4112
course/A05_2.bin,A05_2,155,Object155,768,496,0,3860,4112
course/A05_2.bin,A05_2,244,Object244,1536,448,0,32,0
course/A05_2.bin,A05_2,315,Object315,256,448,0,34880,250
course/A05_2.bin,A05_2,315,Object315,272,448,0,34880,240
course/A06_1.bin,A06_1,32,,528,192,0,0,0
course/A06_1.bin,A06_1,231,Object231,1024,224,0,0,20
course/A06_1.bin,A06_1,117,Object117,1168,112,0,8192,0
course/A06_1.bin,A06_1,231,Object231,1536,224,0,0,20
course/A06_1.bin,A06_1,235,Object235,1648,64,0,256,0
course/A06_1.bin,A06_1,231,Object231,32,240,0,0,20
course/A06_2.bin,A06_2,96,Object96,512,480,0,0,0
course/A06_2.bin,A06_2,96,Object96,2528,480,0,0,0
course/A06_2.bin,A06_2,93,Object93,144,480,0,1,0
course/A06_2.bin,A06_2,247,Object247,768,384,0,256,0
course/A06_2.bin,A06_2,57,Object57,480,368,0,514,0
course/A06_2.bin,A06_2,57,Object57,816,384,0,513,0
course/A06_2.bin,A06_2,57,Object57,704,352,0,514,0
course/A06_2.bin,A06_2,57,Object57,1664,336,0,513,0
course/A06_2.bin,A06_2,57,Object57,1872,304,0,513,0
course/A06_2.bin,A06_2,57,Object57,4352,368,0,513,0
course/A06_2.bin,A06_2,57,Object57,4304,384,0,513,0
course/A06_2.bin,A06_2,57,Object57,4368,320,0,513,0
course/A06_2.bin,A06_2,48,Object47,3088,480,0,0,0
course/A06_2.bin,A06_2,48,Object47,3120,496,0,0,0
course/A06_2.bin,A06_2,48,Object47,3312,496,0,0,0
course/A06_2.bin,A06_2,48,Object47,3344,480,0,0,0
course/A06_2.bin,A06_2,48,Object47,3600,496,0,0,0
course/A06_2.bin,A06_2,235,Object235,1808,336,0,0,0
course/A06_2.bin,A06_2,218,Object218,368,416,0,256,2
course/A06_2.bin,A06_2,235,Object235,4016,336,0,512,0
course/A06_2.bin,A06_2,31,,304,352,0,0,0
course/A06_2.bin,A06_2,31,,176,464,0,0,0
course/A06_2.bin,A06_2,31,,384,400,0,0,0
course/A06_2.bin,A06_2,247,Object247,3248,368,0,512,0
course/A06_2.bin,A06_2,66,,1104,368,0,1,0
course/A06_2.bin,A06_2,66,,3488,352,0,1,0
course/A06_2.bin,A06_2,34,,2704,368,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,2864,464,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,2976,352,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,2944,352,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,3008,352,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,3040,480,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,2896,464,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,2784,400,17,0,0
course/A06_2.bin,A06_2,106,FireSnake,2816,400,17,0,0
course/A06_2.bin,A06_2,67,Object67,2752,368,0,3,0
course/A06_2.bin,A06_2,67,Object67,3184,416,0,3,0
course/A06_2.bin,A06_2,57,Object57,1888,368,0,513,0
course/A06_2.bin,A06_2,57,Object57,1600,384,0,513,0
course/A06_2.bin,A06_2,57,Object57,1856,336,0,513,0
course/A06_2.bin,A06_2,67,Object67,2928,368,0,3,0
course/A06_2.bin,A06_2,67,Object67,3056,384,0,3,0
course/A06_2.bin,A06_2,268,Object268,1280,368,0,0,0
course/A06_2.bin,A06_2,268,Object268,1408,400,0,0,0
course/A06_2.bin,A06_2,268,Object268,1472,352,0,0,0
course/A06_2.bin,A06_2,268,Object268,1184,480,0,0,0
course/A06_2.bin,A06_2,268,Object268,1360,480,0,0,0
course/A06_2.bin,A06_2,268,Object268,1504,480,0,0,0
course/A06_2.bin,A06_2,31,,2176,352,0,0,0
course/A06_2.bin,A06_2,31,,2432,432,0,0,0
course/A06_2.bin,A06_2,31,,2416,368,0,0,0
course/A06_2.bin,A06_2,96,Object96,4128,480,0,0,0
course/A06_2.bin,A06_2,57,Object57,4304,352,0,513,0
course/A06_2.bin,A06_2,57,Object57,4352,320,0,513,0
course/A06_2.bin,A06_2,316,,0,256,0,43554,45066
course/A06_2.bin,A06_2,317,Object317,16,256,0,26146,0
course/A06_2.bin,A06_2,49,Object49,3760,352,0,0,0
course/A06_2.bin,A06_2,218,Object218,2352,416,0,0,256
course/A06_2.bin,A06_2,117,Object117,2640,384,0,16,0
course/A06_2.bin,A06_2,132,Object132,2384,400,0,0,0
course/A06_2.bin,A06_2,228,Object228,2416,416,0,0,0
course/A07_1.bin,A07_1,298,,320,2448,0,49751,91
course/A07_1.bin,A07_1,298,,208,2224,0,12583,4119
course/A07_1.bin,A07_1,298,,432,2224,0,45351,4209
course/A07_1.bin,A07_1,298,,256,2128,0,45605,4211
course/A07_1.bin,A07_1,298,,352,2128,0,12841,4151
course/A07_1.bin,A07_1,298,,256,2064,0,45592,4134
course/A07_1.bin,A07_1,298,,400,2064,0,12822,4194
course/A07_1.bin,A07_1,298,,256,2000,0,45595,4148
course/A07_1.bin,A07_1,298,,448,2000,0,12819,4148
course/A07_1.bin,A07_1,298,,256,1936,0,45588,4134
course/A07_1.bin,A07_1,298,,336,1936,0,12826,4194
course/A07_1.bin,A07_1,298,,768,2528,0,37649,16
course/A07_1.bin,A07_1,298,,800,2528,0,4882,4098
course/A07_1.bin,A07_1,298,,864,2512,0,37665,0
course/A07_1.bin,A07_1,298,,912,2544,0,37649,4128
course/A07_1.bin,A07_1,298,,944,2544,0,4881,4113
course/A07_1.bin,A07_1,298,,992,2512,0,37665,1
course/A07_1.bin,A07_1,298,,752,2432,0,37665,0
course/A07_1.bin,A07_1,298,,752,2400,0,4881,4112
course/A07_1.bin,A07_1,298,,768,2352,0,37649,16
course/A07_1.bin,A07_1,298,,800,2368,0,4882,4097
course/A07_1.bin,A07_1,298,,864,2368,0,4881,2
course/A07_1.bin,A07_1,298,,896,2352,0,37665,0
course/A07_1.bin,A07_1,298,,928,2368,0,4881,4112
course/A07_1.bin,A07_1,298,,976,2368,0,4881,1
course/A07_1.bin,A07_1,298,,1008,2352,0,37665,16
course/A07_1.bin,A07_1,298,,1008,2448,0,37137,4128
course/A07_1.bin,A07_1,298,,992,2480,0,4881,4128
course/A07_1.bin,A07_1,298,,320,1792,0,37399,79
course/A07_1.bin,A07_1,298,,320,1728,0,12849,210
course/A07_1.bin,A07_1,298,,352,1728,0,12849,195
